Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
248,Joel Embiid,31,PHI,C,3,3,63,9.7,21.1,0.459,3.4,9.1,0.375,6.3,12,0.524,0.541,5.1,7.4,0.692,2.3,6.3,8.6,6.3,1.1,1.1,4,3.4,28,NA
249,Tidjane Salaün,20,CHO,PF,4,0,62,3.5,7.5,0.462,2.3,4.6,0.5,1.2,2.9,0.4,0.615,2.3,3.5,0.667,2.3,10.5,12.8,2.3,1.2,0.6,0.6,4.1,11.6,NA
250,Collin Murray-Boyles,20,TOR,PF,3,1,62,7,14.5,0.48,3.5,5.8,0.6,3.5,8.7,0.4,0.6,1.2,2.3,0.5,1.7,1.7,3.5,1.7,1.7,0.6,1.7,4.1,18.6,NA
251,Jordan Clarkson,33,NYK,SG,4,0,61,5.9,17.7,0.333,2.4,7.7,0.308,3.5,10,0.353,0.4,2.4,3,0.8,2.4,2.4,4.7,2.4,0,0.6,2.4,3,16.5,NA
252,Kyle Kuzma,30,MIL,PF,3,0,61,5.3,10,0.529,0,2.4,0,5.3,7.7,0.692,0.529,4.1,4.7,0.875,0,7.1,7.1,2.4,1.8,1.8,2.4,4.1,14.8,NA
253,Chris Paul,40,LAC,PG,4,0,60,1.8,7.2,0.25,1.8,6,0.3,0,1.2,0,0.375,0.6,0.6,1,1.8,1.8,3.6,9.6,4.2,0,2.4,5.4,6,NA
254,Jay Huff,27,IND,C,4,1,59,4.3,10.4,0.412,1.8,7.3,0.25,2.4,3.1,0.8,0.5,0,0,NA,1.2,3.1,4.3,1.2,0,3.7,1.2,3.7,10.4,NA
255,Marvin Bagley III,26,WAS,PF,4,0,58,6.8,8.7,0.786,0.6,1.2,0.5,6.2,7.4,0.833,0.821,2.5,5,0.5,3.7,5.6,9.3,3.1,1.9,0.6,1.9,6.8,16.8,NA
256,Nicolas Batum,37,LAC,PF,4,0,58,2.5,8.1,0.308,2.5,8.1,0.308,0,0,NA,0.462,0,0,NA,1.2,6.2,7.4,1.9,3.1,1.9,0,4.3,7.4,NA
257,Jordan Hawkins,23,NOP,SG,4,0,58,3.1,11.8,0.263,1.9,7.4,0.25,1.2,4.3,0.286,0.342,2.5,2.5,1,1.9,4.3,6.2,2.5,0,0,0.6,0.6,10.6,NA
258,Miles McBride,25,NYK,PG,2,1,58,4.3,11.2,0.389,3.7,9.3,0.4,0.6,1.9,0.333,0.556,3.1,3.7,0.833,1.9,1.9,3.7,3.1,1.2,0.6,1.2,3.7,15.5,NA
259,Tony Bradley,28,IND,C,4,0,55,7.9,10.5,0.75,0,0.7,0,7.9,9.8,0.8,0.75,0.7,3.3,0.2,5.2,3.3,8.5,1.3,1.3,1.3,0.7,7.2,16.4,NA
260,Luka Garza,27,BOS,C,4,0,55,5.9,11.1,0.529,2,5.9,0.333,3.9,5.2,0.75,0.618,4.6,5.9,0.778,5.9,3.3,9.2,2.6,0.7,1.3,2.6,7.9,18.3,NA
261,Ziaire Williams,24,BRK,SF,3,0,55,6.5,13.1,0.5,4.6,9.8,0.467,2,3.3,0.6,0.675,2.6,3.3,0.8,2,2,3.9,0.7,2.6,0,0,6.5,20.3,NA
262,Jabari Walker,23,PHI,SF,4,1,54,5.3,12,0.444,0,3.3,0,5.3,8.7,0.615,0.444,1.3,1.3,1,4.7,5.3,10,0,0.7,2,1.3,8.7,12,NA
263,Alex Caruso,31,OKC,SG,2,0,54,3.3,9.3,0.357,2.7,7.3,0.364,0.7,2,0.333,0.5,1.3,1.3,1,0.7,2,2.7,4,2.7,1.3,0.7,2,10.7,NA
264,Andre Drummond,32,PHI,C,4,0,53,5.4,9.5,0.571,0,1.4,0,5.4,8.2,0.667,0.571,0.7,3.4,0.2,9.5,10.9,20.4,2,2,2,0,5.4,11.5,NA
265,Jalen Smith,25,CHI,C,4,0,53,7.5,19,0.393,1.4,8.2,0.167,6.1,10.9,0.563,0.429,2.7,4.8,0.571,4.8,6.1,10.9,1.4,0.7,0,2.7,4.1,19,NA
266,Jaden Hardy,23,DAL,SG,5,0,52,6.2,15.9,0.391,4.2,9,0.462,2.1,6.9,0.3,0.522,2.8,3.5,0.8,0,3.5,3.5,0.7,1.4,0,1.4,4.2,19.4,NA
267,Keaton Wallace,26,ATL,PG,5,0,51,2.8,7.1,0.4,1.4,3.5,0.4,1.4,3.5,0.4,0.5,0.7,1.4,0.5,0,3.5,3.5,6.4,0.7,0,2.8,4.2,7.8,NA
268,Dereck Lively II,21,DAL,C,3,3,51,4.9,6.4,0.778,0,0,NA,4.9,6.4,0.778,0.778,1.4,2.8,0.5,2.8,7.8,10.6,6.4,1.4,2.8,3.5,6.4,11.3,NA
269,Nick Richards,28,PHO,C,5,0,50,5,10.1,0.5,0,0,NA,5,10.1,0.5,0.5,4.3,4.3,1,6.5,7.9,14.4,0,1.4,2.2,4.3,6.5,14.4,NA
270,Jonas Valančiūnas,33,DEN,C,4,0,50,10.1,18,0.56,0,0,NA,10.1,18,0.56,0.56,4.3,6.5,0.667,2.9,11.5,14.4,4.3,0,1.4,2.9,5,24.5,NA
271,Dominick Barlow,22,PHI,SF,2,2,50,3.6,7.2,0.5,0,2.9,0,3.6,4.3,0.833,0.5,3.6,4.3,0.833,4.3,4.3,8.6,3.6,0,0.7,2.2,2.9,10.8,NA
272,Luke Kornet,30,SAS,C,2,0,50,5,8.6,0.583,0,0,NA,5,8.6,0.583,0.583,1.4,2.9,0.5,7.2,4.3,11.5,5,0,2.2,0.7,2.9,11.5,NA
273,Matisse Thybulle,28,POR,SG,4,0,49,4.4,7.3,0.6,2.9,4.4,0.667,1.5,2.9,0.5,0.8,2.9,2.9,1,0,2.9,2.9,2.2,7.3,0,0.7,5.1,14.7,NA
274,Tyler Kolek,24,NYK,PG,4,0,48,6,14.2,0.421,2.3,8.2,0.273,3.7,6,0.625,0.5,0,0,NA,1.5,0.8,2.3,6,0.7,0,3,5.2,14.2,NA
275,Isaiah Jackson,24,IND,C,4,3,47,4.6,11.5,0.4,0,0,NA,4.6,11.5,0.4,0.4,2.3,2.3,1,5.4,3.1,8.4,1.5,0,0.8,5.4,10.7,11.5,NA
276,Pelle Larsson,24,MIA,SG,4,1,47,6.9,13,0.529,3.8,8.4,0.455,3.1,4.6,0.667,0.676,2.3,3.1,0.75,1.5,3.8,5.4,2.3,1.5,0,1.5,3.1,19.9,NA
277,Tyrese Proctor,21,CLE,PG,4,0,47,3.1,12.3,0.25,1.5,7.7,0.2,1.5,4.6,0.333,0.313,0,0,NA,0,3.1,3.1,2.3,1.5,0,3.1,4.6,7.7,NA
278,Gary Payton II,33,GSW,SG,5,0,46,6.3,11.7,0.533,0,3.1,0,6.3,8.6,0.727,0.533,0,0,NA,3.1,3.9,7,2.3,1.6,1.6,2.3,4.7,12.5,NA
279,Justin Edwards,22,PHI,SF,4,1,46,4.7,10.2,0.462,3.9,8.6,0.455,0.8,1.6,0.5,0.654,0,0,NA,0,1.6,1.6,0.8,0,0,1.6,6.3,13.3,NA
280,Jaylen Clark,24,MIN,SG,3,0,45,4.8,11.2,0.429,0.8,3.2,0.25,4,8,0.5,0.464,3.2,3.2,1,4,3.2,7.2,3.2,2.4,0,0.8,8,13.6,NA
281,Hugo González,19,BOS,SG,3,1,45,2.4,6.4,0.375,0,1.6,0,2.4,4.8,0.5,0.375,0,0,NA,0.8,3.2,4,0.8,3.2,0.8,0,4.8,4.8,NA
282,Chris Boucher,33,BOS,PF,4,0,44,1.6,8.2,0.2,0,4.9,0,1.6,3.3,0.5,0.2,1.6,1.6,1,0.8,6.5,7.4,1.6,1.6,4.1,0.8,4.1,4.9,NA
283,Brooks Barnhizer,23,OKC,SG,5,0,41,2.6,6.1,0.429,0,0,NA,2.6,6.1,0.429,0.429,0,0,NA,0.9,4.4,5.3,0,0,0,0,5.3,5.3,NA
284,Daniss Jenkins,24,DET,PG,4,0,41,4.4,8.8,0.5,1.8,2.6,0.667,2.6,6.1,0.429,0.6,1.8,1.8,1,0,0,0,5.3,3.5,0,3.5,3.5,12.3,NA
285,Brandon Williams,26,DAL,PG,3,0,41,7.9,14.9,0.529,0,1.8,0,7.9,13.2,0.6,0.529,1.8,3.5,0.5,0.9,5.3,6.1,4.4,1.8,0.9,2.6,3.5,17.6,NA
286,Guerschon Yabusele,30,NYK,C,3,0,41,1.8,8.8,0.2,0.9,6.1,0.143,0.9,2.6,0.333,0.25,0,0,NA,7.9,2.6,10.5,0.9,0.9,0,0.9,3.5,4.4,NA
287,Dwight Powell,34,DAL,C,4,0,40,3.6,5.4,0.667,0,0,NA,3.6,5.4,0.667,0.667,10.8,12.6,0.857,1.8,5.4,7.2,2.7,1.8,1.8,2.7,5.4,18,NA
288,Ariel Hukporti,23,NYK,C,3,2,40,0.9,3.6,0.25,0,0,NA,0.9,3.6,0.25,0.25,0,0,NA,3.6,5.4,9,3.6,0.9,0.9,1.8,5.4,1.8,NA
289,Bradley Beal,32,LAC,SG,2,2,40,3.6,8.1,0.444,0.9,3.6,0.25,2.7,4.5,0.6,0.5,1.8,1.8,1,0.9,0.9,1.8,1.8,0.9,0,1.8,4.5,9.9,NA
290,Brandon Miller,23,CHO,SF,2,2,40,9,22.5,0.4,1.8,9.9,0.182,7.2,12.6,0.571,0.44,6.3,9,0.7,0,0,0,7.2,0.9,0.9,2.7,4.5,26.1,NA
291,Xavier Tillman Sr.,27,BOS,C,4,0,39,6.5,12,0.538,0.9,3.7,0.25,5.5,8.3,0.667,0.577,0,0,NA,4.6,5.5,10.2,1.8,1.8,0.9,0.9,5.5,13.8,NA
292,Jose Alvarado,27,NOP,PG,3,0,39,2.8,10.2,0.273,1.8,7.4,0.25,0.9,2.8,0.333,0.364,0,0,NA,0.9,3.7,4.6,2.8,2.8,0,1.8,0.9,7.4,NA
293,Amir Coffey,28,MIL,SG,4,0,38,2.8,4.7,0.6,0.9,1.9,0.5,1.9,2.8,0.667,0.7,2.8,2.8,1,0,1.9,1.9,1.9,0,0,0.9,0,9.5,NA
294,Caris LeVert,31,DET,SG,2,0,37,3.9,11.7,0.333,1,4.9,0.2,2.9,6.8,0.429,0.375,2.9,4.9,0.6,0,1.9,1.9,3.9,1,0,1.9,1.9,11.7,NA
295,Vit Krejci,25,ATL,PG,2,0,36,6,13,0.462,4,9,0.444,2,4,0.5,0.615,2,3,0.667,1,3,4,2,2,0,2,4,18,NA
296,Olivier-Maxence Prosper,23,MEM,PF,4,0,35,6.2,10.3,0.6,0,2.1,0,6.2,8.2,0.75,0.6,10.3,10.3,1,4.1,7.2,11.3,1,0,0,3.1,2.1,22.6,NA
297,Paul Reed,26,DET,C,4,0,34,9.5,15.9,0.6,2.1,3.2,0.667,7.4,12.7,0.583,0.667,0,0,NA,6.4,5.3,11.6,2.1,1.1,3.2,5.3,6.4,21.2,NA
298,Baylor Scheierman,25,BOS,SG,4,0,34,1.1,3.2,0.333,1.1,3.2,0.333,0,0,NA,0.5,0,0,NA,2.1,10.6,12.7,1.1,1.1,0,0,2.1,3.2,NA
299,Isaiah Livers,27,PHO,PF,3,0,34,2.1,7.4,0.286,2.1,7.4,0.286,0,0,NA,0.429,2.1,2.1,1,0,1.1,1.1,0,2.1,2.1,0,3.2,8.5,NA
300,Caleb Martin,30,DAL,SF,4,0,33,4.4,8.7,0.5,1.1,3.3,0.333,3.3,5.5,0.6,0.563,1.1,2.2,0.5,2.2,2.2,4.4,3.3,3.3,0,3.3,8.7,10.9,NA
301,Bogdan Bogdanović,33,LAC,SG,2,2,33,1.1,9.8,0.111,0,5.5,0,1.1,4.4,0.25,0.111,0,0,NA,2.2,4.4,6.5,1.1,0,0,5.5,3.3,2.2,NA
302,Clint Capela,31,HOU,C,4,0,32,7.9,9,0.875,0,0,NA,7.9,9,0.875,0.875,4.5,4.5,1,4.5,4.5,9,0,1.1,2.3,1.1,3.4,20.3,NA
303,Chaz Lanier,24,DET,SG,4,0,32,4.5,12.4,0.364,3.4,10.1,0.333,1.1,2.3,0.5,0.5,0,0,NA,1.1,0,1.1,2.3,1.1,0,1.1,0,12.4,NA
304,Jordan McLaughlin,29,SAS,PG,4,0,32,3.4,7.9,0.429,2.3,5.6,0.4,1.1,2.3,0.5,0.571,2.3,2.3,1,0,0,0,3.4,3.4,0,0,4.5,11.3,NA
305,Bismack Biyombo,33,SAS,C,3,0,31,1.2,1.2,1,0,0,NA,1.2,1.2,1,1,0,0,NA,1.2,2.3,3.5,1.2,3.5,0,2.3,8.1,2.3,NA
306,Nick Smith Jr.,21,LAL,SG,2,0,30,3.6,13.2,0.273,1.2,7.2,0.167,2.4,6,0.4,0.318,2.4,3.6,0.667,0,4.8,4.8,4.8,0,1.2,3.6,3.6,10.8,NA
307,Nolan Traoré,19,BRK,PG,2,0,30,2.4,9.6,0.25,2.4,6,0.4,0,3.6,0,0.375,1.2,2.4,0.5,0,1.2,1.2,4.8,2.4,0,2.4,6,8.4,NA
308,Yang Hansen,20,POR,C,5,0,29,2.5,11.2,0.222,0,3.7,0,2.5,7.4,0.333,0.222,6.2,7.4,0.833,3.7,1.2,5,0,0,2.5,3.7,5,11.2,NA
309,Rob Dillingham,21,MIN,PG,3,0,29,7.4,12.4,0.6,0,0,NA,7.4,12.4,0.6,0.6,0,0,NA,0,1.2,1.2,8.7,2.5,0,5,8.7,14.9,NA
310,Asa Newell,20,ATL,PF,2,0,29,7.4,14.9,0.5,5,7.4,0.667,2.5,7.4,0.333,0.667,1.2,2.5,0.5,8.7,3.7,12.4,1.2,0,0,2.5,7.4,21.1,NA
311,Carter Bryant,20,SAS,PF,4,0,28,1.3,7.7,0.167,1.3,3.9,0.333,0,3.9,0,0.25,2.6,2.6,1,0,3.9,3.9,0,0,1.3,3.9,3.9,6.4,NA
312,Bronny James,21,LAL,SG,3,0,28,0,3.9,0,0,0,NA,0,3.9,0,0,0,0,NA,1.3,2.6,3.9,3.9,1.3,1.3,5.1,5.1,0,NA
313,Dario Šarić,31,SAC,C,3,0,28,1.3,6.4,0.2,1.3,2.6,0.5,0,3.9,0,0.3,2.6,2.6,1,1.3,5.1,6.4,2.6,0,0,1.3,0,6.4,NA
314,Jonathan Mogbo,24,TOR,PF,5,0,27,4,6.7,0.6,0,0,NA,4,6.7,0.6,0.6,0,0,NA,4,5.3,9.3,2.7,1.3,2.7,1.3,2.7,8,NA
315,Ryan Nembhard,22,DAL,PG,3,0,27,5.3,12,0.444,0,2.7,0,5.3,9.3,0.571,0.444,2.7,2.7,1,1.3,0,1.3,6.7,0,0,6.7,2.7,13.3,NA
316,Dylan Cardwell,24,SAC,C,2,0,27,1.3,6.7,0.2,0,1.3,0,1.3,5.3,0.25,0.2,1.3,2.7,0.5,2.7,2.7,5.3,0,2.7,4,2.7,12,4,NA
317,Jaxson Hayes,25,LAL,C,2,0,27,4,6.7,0.6,0,0,NA,4,6.7,0.6,0.6,0,0,NA,2.7,8,10.7,5.3,1.3,1.3,2.7,8,8,NA
318,Quenton Jackson,27,IND,PG,2,0,27,6.7,12,0.556,1.3,4,0.333,5.3,8,0.667,0.611,1.3,2.7,0.5,1.3,5.3,6.7,0,1.3,0,2.7,5.3,16,NA
319,Ja'Kobe Walter,21,TOR,SG,2,0,27,1.3,5.3,0.25,1.3,5.3,0.25,0,0,NA,0.375,2.7,2.7,1,1.3,2.7,4,5.3,1.3,1.3,1.3,6.7,6.7,NA
320,Jamison Battle,24,TOR,SF,3,0,26,6.9,11.1,0.625,5.5,8.3,0.667,1.4,2.8,0.5,0.875,0,0,NA,1.4,6.9,8.3,0,1.4,0,2.8,2.8,19.4,NA
321,Trayce Jackson-Davis,25,GSW,C,3,0,26,2.8,8.3,0.333,0,0,NA,2.8,8.3,0.333,0.333,5.5,5.5,1,1.4,5.5,6.9,2.8,2.8,1.4,1.4,5.5,11.1,NA
322,Gui Santos,23,GSW,PF,4,0,25,2.9,7.2,0.4,2.9,7.2,0.4,0,0,NA,0.6,0,0,NA,1.4,1.4,2.9,1.4,2.9,0,5.8,7.2,8.6,NA
323,Devin Carter,23,SAC,PG,3,0,24,1.5,6,0.25,0,3,0,1.5,3,0.5,0.25,3,3,1,3,1.5,4.5,3,4.5,1.5,3,4.5,6,NA
324,Nique Clifford,23,SAC,SG,1,1,24,1.5,4.5,0.333,0,0,NA,1.5,4.5,0.333,0.333,0,0,NA,4.5,7.5,12,3,3,1.5,1.5,6,3,NA
325,DeAndre Jordan,37,NOP,C,2,1,23,6.3,7.8,0.8,0,0,NA,6.3,7.8,0.8,0.8,1.6,3.1,0.5,6.3,9.4,15.7,0,0,0,1.6,1.6,14.1,NA
326,Julian Phillips,22,CHI,SF,3,0,22,6.5,14.7,0.444,1.6,6.5,0.25,4.9,8.2,0.6,0.5,0,0,NA,1.6,1.6,3.3,1.6,3.3,1.6,0,4.9,14.7,NA
327,Chris Youngblood,23,OKC,SG,5,0,20,1.8,7.2,0.25,1.8,7.2,0.25,0,0,NA,0.375,7.2,7.2,1,0,1.8,1.8,1.8,0,0,0,7.2,12.6,NA
328,Tristan Vukcevic,22,WAS,C,3,0,20,5.4,12.6,0.429,1.8,5.4,0.333,3.6,7.2,0.5,0.5,1.8,5.4,0.333,0,7.2,7.2,0,0,1.8,1.8,3.6,14.4,NA
329,Ousmane Dieng,22,OKC,C,2,0,20,0,7.2,0,0,5.4,0,0,1.8,0,0,0,0,NA,0,5.4,5.4,0,0,0,1.8,5.4,0,NA
330,James Wiseman,24,IND,C,1,1,20,3.6,5.4,0.667,0,0,NA,3.6,5.4,0.667,0.667,0,0,NA,7.2,0,7.2,0,0,1.8,5.4,3.6,7.2,NA
331,Jonathan Isaac,28,ORL,PF,4,0,19,1.9,5.7,0.333,0,3.8,0,1.9,1.9,1,0.333,0,0,NA,1.9,1.9,3.8,0,3.8,1.9,1.9,1.9,3.8,NA
332,Cam Christie,20,LAC,SG,3,0,19,3.8,13.3,0.286,3.8,7.6,0.5,0,5.7,0,0.429,5.7,7.6,0.75,1.9,5.7,7.6,1.9,0,0,1.9,0,17.1,NA
333,Rayan Rupert,21,POR,SG,3,0,19,1.9,3.8,0.5,1.9,3.8,0.5,0,0,NA,0.75,0,0,NA,1.9,7.6,9.5,3.8,3.8,0,1.9,3.8,5.7,NA
334,Caleb Love,24,POR,SG,2,0,19,7.6,26.5,0.286,3.8,15.2,0.25,3.8,11.4,0.333,0.357,0,0,NA,0,9.5,9.5,9.5,0,0,0,0,18.9,NA
335,Noah Penda,21,ORL,SF,2,0,19,5.7,7.6,0.75,1.9,1.9,1,3.8,5.7,0.667,0.875,0,0,NA,5.7,1.9,7.6,1.9,0,0,1.9,7.6,13.3,NA
336,Taelon Peter,23,IND,SG,2,0,19,1.9,3.8,0.5,1.9,3.8,0.5,0,0,NA,0.75,0,0,NA,0,0,0,1.9,1.9,0,1.9,3.8,5.7,NA
337,GG Jackson II,21,MEM,PF,2,0,18,4,14,0.286,0,6,0,4,8,0.5,0.286,2,4,0.5,2,2,4,0,2,0,0,4,10,NA
338,Trendon Watford,25,PHI,PF,1,0,18,2,6,0.333,0,2,0,2,4,0.5,0.333,0,0,NA,2,6,8,6,0,0,2,2,4,NA
339,PJ Hall,23,MEM,C,3,0,17,6.4,8.5,0.75,2.1,4.2,0.5,4.2,4.2,1,0.875,0,0,NA,0,8.5,8.5,0,0,4.2,2.1,6.4,14.8,NA
340,Isaac Jones,25,SAC,PF,3,1,17,2.1,4.2,0.5,0,2.1,0,2.1,2.1,1,0.5,2.1,4.2,0.5,4.2,0,4.2,2.1,0,0,0,8.5,6.4,NA
341,Will Riley,19,WAS,SF,3,0,17,6.4,12.7,0.5,2.1,6.4,0.333,4.2,6.4,0.667,0.583,6.4,8.5,0.75,0,10.6,10.6,2.1,4.2,0,0,0,21.2,NA
342,Khaman Maluach,19,PHO,C,2,0,17,2.1,6.4,0.333,0,2.1,0,2.1,4.2,0.5,0.333,10.6,12.7,0.833,2.1,2.1,4.2,2.1,0,2.1,2.1,8.5,14.8,NA
343,Liam McNeeley,20,CHO,SF,2,0,17,2.1,6.4,0.333,2.1,6.4,0.333,0,0,NA,0.5,6.4,8.5,0.75,0,4.2,4.2,4.2,0,0,0,6.4,12.7,NA
344,Andrew Nembhard,26,IND,SG,1,1,17,0,10.6,0,0,4.2,0,0,6.4,0,0,8.5,8.5,1,0,2.1,2.1,8.5,0,0,4.2,4.2,8.5,NA
345,Jett Howard,22,ORL,SF,3,0,16,2.3,11.3,0.2,2.3,9,0.25,0,2.3,0,0.3,0,0,NA,0,2.3,2.3,2.3,0,2.3,2.3,2.3,6.8,NA
346,Jalen Pickett,26,DEN,SG,3,0,16,9,15.8,0.571,2.3,9,0.25,6.8,6.8,1,0.643,2.3,2.3,1,2.3,2.3,4.5,6.8,0,0,2.3,2.3,22.5,NA
347,Duop Reath,29,POR,C,3,0,16,9,18,0.5,9,15.8,0.571,0,2.3,0,0.75,0,0,NA,0,2.3,2.3,4.5,0,2.3,0,4.5,27,NA
348,Eric Gordon,37,PHI,SG,2,0,16,6.8,9,0.75,4.5,6.8,0.667,2.3,2.3,1,1,0,0,NA,0,0,0,0,2.3,0,2.3,2.3,18,NA
349,Spencer Jones,24,DEN,SF,4,0,15,2.4,7.2,0.333,0,4.8,0,2.4,2.4,1,0.333,0,0,NA,2.4,0,2.4,0,4.8,0,9.6,7.2,4.8,NA
350,Pat Spencer,29,GSW,PG,3,0,15,4.8,14.4,0.333,0,2.4,0,4.8,12,0.4,0.333,0,0,NA,2.4,2.4,4.8,2.4,2.4,0,0,2.4,9.6,NA
351,Julian Strawther,23,DEN,SG,3,0,15,7.2,19.2,0.375,2.4,12,0.2,4.8,7.2,0.667,0.438,4.8,9.6,0.5,0,9.6,9.6,4.8,0,0,2.4,2.4,21.6,NA
352,Kobe Brown,26,LAC,PF,3,0,14,2.6,2.6,1,0,0,NA,2.6,2.6,1,1,5.1,5.1,1,2.6,5.1,7.7,5.1,0,0,2.6,0,10.3,NA
353,Cody Williams,21,UTA,SG,2,0,14,5.1,5.1,1,0,0,NA,5.1,5.1,1,1,0,0,NA,0,2.6,2.6,5.1,0,0,5.1,12.9,10.3,NA
354,Yanic Konan Niederhauser,22,LAC,C,3,0,13,11.1,11.1,1,0,0,NA,11.1,11.1,1,1,5.5,11.1,0.5,5.5,2.8,8.3,5.5,0,0,0,2.8,27.7,NA
355,Jase Richardson,20,ORL,SG,3,0,13,2.8,8.3,0.333,0,5.5,0,2.8,2.8,1,0.333,2.8,5.5,0.5,0,0,0,5.5,0,0,5.5,2.8,8.3,NA
356,Rasheer Fleming,21,PHO,PF,2,0,13,2.8,13.8,0.2,2.8,8.3,0.333,0,5.5,0,0.3,0,0,NA,5.5,0,5.5,5.5,2.8,0,0,5.5,8.3,NA
357,Mac McClung,27,IND,SG,1,0,13,5.5,13.8,0.4,2.8,8.3,0.333,2.8,5.5,0.5,0.5,5.5,8.3,0.667,0,5.5,5.5,2.8,5.5,2.8,0,8.3,19.4,NA
358,Justin Champagnie,24,WAS,SF,3,0,12,0,12,0,0,3,0,0,9,0,0,12,12,1,15,3,18,3,0,0,0,6,12,NA
359,N'Faly Dante,24,ATL,C,2,0,12,0,9,0,0,0,NA,0,9,0,0,3,3,1,9,12,21,0,3,0,3,0,3,NA
360,Elijah Harkless,25,UTA,SG,1,0,12,0,3,0,0,3,0,0,0,NA,0,3,6,0.5,3,6,9,3,6,0,0,3,3,NA
361,Zeke Nnaji,25,DEN,PF,3,0,11,6.5,13.1,0.5,0,6.5,0,6.5,6.5,1,0.5,6.5,6.5,1,3.3,0,3.3,3.3,0,0,3.3,13.1,19.6,NA
362,Jordan Goodwin,27,PHO,PG,2,0,11,0,13.1,0,0,9.8,0,0,3.3,0,0,6.5,9.8,0.667,0,6.5,6.5,3.3,9.8,0,13.1,0,6.5,NA
363,Micah Peavy,24,NOP,SG,2,0,11,6.5,16.4,0.4,0,3.3,0,6.5,13.1,0.5,0.4,3.3,6.5,0.5,9.8,0,9.8,3.3,3.3,0,0,0,16.4,NA
364,Maxime Raynaud,22,SAC,C,1,0,11,0,3.3,0,0,0,NA,0,3.3,0,0,0,0,NA,0,13.1,13.1,6.5,0,0,3.3,3.3,0,NA
365,Thomas Bryant,28,CLE,C,2,0,10,7.2,21.6,0.333,0,10.8,0,7.2,10.8,0.667,0.333,0,0,NA,3.6,3.6,7.2,0,0,0,0,14.4,14.4,NA
366,Keshad Johnson,24,MIA,SF,2,0,10,10.8,25.2,0.429,3.6,10.8,0.333,7.2,14.4,0.5,0.5,0,0,NA,0,10.8,10.8,0,3.6,0,0,0,25.2,NA
367,Jericho Sims,27,MIL,C,2,0,10,3.6,3.6,1,0,0,NA,3.6,3.6,1,1,7.2,7.2,1,0,0,0,0,0,3.6,0,0,14.4,NA
368,Luke Travers,24,CLE,SG,2,0,10,0,10.8,0,0,3.6,0,0,7.2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
369,Jahmir Young,25,MIA,PG,2,0,10,3.6,10.8,0.333,0,3.6,0,3.6,7.2,0.5,0.333,0,0,NA,0,3.6,3.6,7.2,0,0,3.6,7.2,7.2,NA
370,Bryce McGowens,23,NOP,SG,2,0,9,0,8,0,0,4,0,0,4,0,0,8,8,1,0,0,0,4,0,0,0,0,8,NA
371,Kobe Sanders,23,LAC,SG,2,0,9,4,16,0.25,0,4,0,4,12,0.333,0.25,0,0,NA,0,4,4,4,8,0,4,0,8,NA
372,Kevin Porter Jr.,25,MIL,SG,1,1,9,12,20,0.6,8,12,0.667,4,8,0.5,0.8,8,8,1,0,0,0,8,4,0,0,0,40,NA
373,Mason Plumlee,35,CHO,C,2,0,8,4.5,4.5,1,0,0,NA,4.5,4.5,1,1,0,0,NA,0,9,9,4.5,0,0,0,0,9,NA
374,Dalen Terry,23,CHI,SG,2,0,8,0,9,0,0,4.5,0,0,4.5,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
375,Trey Jemison,26,NYK,C,1,0,8,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,4.5,4.5,9,0,0,0,0,0,0,NA
376,Branden Carlson,26,OKC,C,3,0,7,5.1,5.1,1,0,0,NA,5.1,5.1,1,1,0,0,NA,0,5.1,5.1,0,0,0,0,10.3,10.3,NA
377,Joan Beringer,19,MIN,PF,2,0,7,5.1,5.1,1,0,0,NA,5.1,5.1,1,1,0,0,NA,5.1,15.4,20.6,0,0,0,0,5.1,10.3,NA
378,Andre Jackson Jr.,24,MIL,SG,2,0,7,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,5.1,0,0,0,0,NA
379,Chris Mañon,24,LAL,SG,2,0,7,0,5.1,0,0,5.1,0,0,0,NA,0,0,0,NA,0,10.3,10.3,0,0,5.1,0,10.3,0,NA
380,Karlo Matković,24,NOP,PF,2,0,7,5.1,15.4,0.333,0,5.1,0,5.1,10.3,0.5,0.333,0,0,NA,0,0,0,0,0,0,0,0,10.3,NA
381,Leonard Miller,22,MIN,SF,2,0,7,5.1,5.1,1,0,0,NA,5.1,5.1,1,1,0,0,NA,0,5.1,5.1,0,0,0,5.1,5.1,10.3,NA
382,Hunter Tyson,25,DEN,PF,2,0,7,0,10.3,0,0,10.3,0,0,0,NA,0,0,0,NA,0,25.7,25.7,0,0,0,0,5.1,0,NA
383,JD Davison,23,HOU,PG,1,0,7,5.1,15.4,0.333,5.1,15.4,0.333,0,0,NA,0.5,0,0,NA,0,0,0,5.1,5.1,0,0,0,15.4,NA
384,Aaron Holiday,29,HOU,PG,1,0,7,10.3,15.4,0.667,5.1,10.3,0.5,5.1,5.1,1,0.833,0,0,NA,0,0,0,0,0,0,0,0,25.7,NA
